Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   0 secs]  8 threads:      124866 ops,  125190 (avg:  125190) ops/sec, 11.10MB/sec (avg: 11.10MB/sec),  3.19 (avg:  3.19) msec latency
[RUN #1 5%,  20 secs]  8 threads:     2680788 ops,  118862 (avg:  134022) ops/sec, 10.54MB/sec (avg: 11.88MB/sec),  3.36 (avg:  2.98) msec latency
[RUN #1 6%,  21 secs]  8 threads:     2800742 ops,  119926 (avg:  133351) ops/sec, 10.63MB/sec (avg: 11.82MB/sec),  3.33 (avg:  2.99) msec latency
[RUN #1 6%,  22 secs]  8 threads:     2921247 ops,  120474 (avg:  132765) ops/sec, 10.68MB/sec (avg: 11.77MB/sec),  3.32 (avg:  3.01) msec latency
[RUN #1 6%,  23 secs]  8 threads:     3040877 ops,  119604 (avg:  132193) ops/sec, 10.60MB/sec (avg: 11.72MB/sec),  3.34 (avg:  3.02) msec latency
[RUN #1 6%,  24 secs]  8 threads:     3191380 ops,  150467 (avg:  132955) ops/sec, 13.34MB/sec (avg: 11.79MB/sec),  2.65 (avg:  3.00) msec latency
[RUN #1 7%,  25 secs]  8 threads:     3340146 ops,  148728 (avg:  133586) ops/sec, 13.19MB/sec (avg: 11.84MB/sec),  2.68 (avg:  2.99) msec latency
[RUN #1 7%,  26 secs]  8 threads:     3489815 ops,  149632 (avg:  134203) ops/sec, 13.27MB/sec (avg: 11.90MB/sec),  2.67 (avg:  2.98) msec latency
[RUN #1 7%,  27 secs]  8 threads:     3638291 ops,  148441 (avg:  134730) ops/sec, 13.16MB/sec (avg: 11.94MB/sec),  2.69 (avg:  2.96) msec latency
[RUN #1 8%,  28 secs]  8 threads:     3788069 ops,  149742 (avg:  135266) ops/sec, 13.28MB/sec (avg: 11.99MB/sec),  2.67 (avg:  2.95) msec latency
[RUN #1 8%,  29 secs]  8 threads:     3910109 ops,  122012 (avg:  134809) ops/sec, 10.82MB/sec (avg: 11.95MB/sec),  3.27 (avg:  2.96) msec latency
[RUN #1 8%,  30 secs]  8 threads:     4058196 ops,  148055 (avg:  135251) ops/sec, 13.13MB/sec (avg: 11.99MB/sec),  2.70 (avg:  2.95) msec latency
[RUN #1 8%,  31 secs]  8 threads:     4212627 ops,  154397 (avg:  135868) ops/sec, 13.69MB/sec (avg: 12.05MB/sec),  2.59 (avg:  2.94) msec latency
[RUN #1 9%,  32 secs]  8 threads:     4365997 ops,  153336 (avg:  136414) ops/sec, 13.59MB/sec (avg: 12.09MB/sec),  2.60 (avg:  2.93) msec latency
[RUN #1 9%,  33 secs]  8 threads:     4519897 ops,  153867 (avg:  136943) ops/sec, 13.64MB/sec (avg: 12.14MB/sec),  2.59 (avg:  2.92) msec latency
[RUN #1 9%,  34 secs]  8 threads:     4651136 ops,  131210 (avg:  136775) ops/sec, 11.63MB/sec (avg: 12.13MB/sec),  3.05 (avg:  2.92) msec latency
[RUN #1 10%,  35 secs]  8 threads:     4809783 ops,  158613 (avg:  137399) ops/sec, 14.06MB/sec (avg: 12.18MB/sec),  2.51 (avg:  2.91) msec latency
[RUN #1 10%,  36 secs]  8 threads:     4947312 ops,  137497 (avg:  137401) ops/sec, 12.19MB/sec (avg: 12.18MB/sec),  2.90 (avg:  2.91) msec latency
[RUN #1 10%,  37 secs]  8 threads:     5067702 ops,  120363 (avg:  136941) ops/sec, 10.67MB/sec (avg: 12.14MB/sec),  3.32 (avg:  2.92) msec latency
[RUN #1 10%,  38 secs]  8 threads:     5189014 ops,  121285 (avg:  136529) ops/sec, 10.75MB/sec (avg: 12.10MB/sec),  3.29 (avg:  2.92) msec latency
[RUN #1 11%,  39 secs]  8 threads:     5309169 ops,  120131 (avg:  136108) ops/sec, 10.65MB/sec (avg: 12.07MB/sec),  3.32 (avg:  2.93) msec latency
[RUN #1 11%,  40 secs]  8 threads:     5441061 ops,  131750 (avg:  135999) ops/sec, 11.68MB/sec (avg: 12.06MB/sec),  3.03 (avg:  2.94) msec latency
[RUN #1 11%,  41 secs]  8 threads:     5605914 ops,  164818 (avg:  136702) ops/sec, 14.61MB/sec (avg: 12.12MB/sec),  2.42 (avg:  2.92) msec latency
[RUN #1 12%,  42 secs]  8 threads:     5770609 ops,  164662 (avg:  137368) ops/sec, 14.60MB/sec (avg: 12.18MB/sec),  2.43 (avg:  2.91) msec latency
[RUN #1 12%,  43 secs]  8 threads:     5934861 ops,  164215 (avg:  137992) ops/sec, 14.56MB/sec (avg: 12.23MB/sec),  2.43 (avg:  2.89) msec latency
[RUN #1 12%,  44 secs]  8 threads:     6076414 ops,  141519 (avg:  138072) ops/sec, 12.55MB/sec (avg: 12.24MB/sec),  2.82 (avg:  2.89) msec latency
[RUN #1 12%,  45 secs]  8 threads:     6207689 ops,  131245 (avg:  137921) ops/sec, 11.64MB/sec (avg: 12.23MB/sec),  3.04 (avg:  2.90) msec latency
[RUN #1 13%,  46 secs]  8 threads:     6332725 ops,  123930 (avg:  137614) ops/sec, 10.99MB/sec (avg: 12.20MB/sec),  3.21 (avg:  2.90) msec latency
[RUN #1 13%,  47 secs]  8 threads:     6477453 ops,  144692 (avg:  137764) ops/sec, 12.83MB/sec (avg: 12.21MB/sec),  2.76 (avg:  2.90) msec latency
[RUN #1 13%,  48 secs]  8 threads:     6618813 ops,  141327 (avg:  137839) ops/sec, 12.53MB/sec (avg: 12.22MB/sec),  2.83 (avg:  2.90) msec latency
[RUN #1 13%,  49 secs]  8 threads:     6738581 ops,  119739 (avg:  137469) ops/sec, 10.62MB/sec (avg: 12.19MB/sec),  3.33 (avg:  2.90) msec latency
[RUN #1 14%,  50 secs]  8 threads:     6858819 ops,  120209 (avg:  137124) ops/sec, 10.66MB/sec (avg: 12.16MB/sec),  3.32 (avg:  2.91) msec latency
[RUN #1 14%,  51 secs]  8 threads:     6979852 ops,  121005 (avg:  136808) ops/sec, 10.73MB/sec (avg: 12.13MB/sec),  3.30 (avg:  2.92) msec latency
[RUN #1 14%,  52 secs]  8 threads:     7118468 ops,  138584 (avg:  136842) ops/sec, 12.29MB/sec (avg: 12.13MB/sec),  2.88 (avg:  2.92) msec latency
[RUN #1 15%,  53 secs]  8 threads:     7269849 ops,  151289 (avg:  137115) ops/sec, 13.41MB/sec (avg: 12.16MB/sec),  2.64 (avg:  2.91) msec latency
[RUN #1 15%,  54 secs]  8 threads:     7399870 ops,  129992 (avg:  136983) ops/sec, 11.52MB/sec (avg: 12.14MB/sec),  3.07 (avg:  2.91) msec latency
[RUN #1 15%,  55 secs]  8 threads:     7518678 ops,  118781 (avg:  136652) ops/sec, 10.53MB/sec (avg: 12.12MB/sec),  3.37 (avg:  2.92) msec latency
[RUN #1 15%,  56 secs]  8 threads:     7622026 ops,  103324 (avg:  136057) ops/sec, 9.16MB/sec (avg: 12.06MB/sec),  3.86 (avg:  2.93) msec latency
[RUN #1 15%,  57 secs]  8 threads:     7723371 ops,  101325 (avg:  135448) ops/sec, 8.98MB/sec (avg: 12.01MB/sec),  3.94 (avg:  2.95) msec latency
[RUN #1 16%,  58 secs]  8 threads:     7825090 ops,  101694 (avg:  134866) ops/sec, 9.02MB/sec (avg: 11.96MB/sec),  3.91 (avg:  2.96) msec latency
[RUN #1 16%,  59 secs]  8 threads:     7927981 ops,  102870 (avg:  134324) ops/sec, 9.12MB/sec (avg: 11.91MB/sec),  3.89 (avg:  2.97) msec latency
[RUN #1 16%,  60 secs]  8 threads:     8033630 ops,  105627 (avg:  133846) ops/sec, 9.36MB/sec (avg: 11.87MB/sec),  3.79 (avg:  2.98) msec latency
[RUN #1 16%,  61 secs]  8 threads:     8143432 ops,  109777 (avg:  133451) ops/sec, 9.73MB/sec (avg: 11.83MB/sec),  3.63 (avg:  2.99) msec latency
[RUN #1 17%,  62 secs]  8 threads:     8261256 ops,  117795 (avg:  133199) ops/sec, 10.44MB/sec (avg: 11.81MB/sec),  3.39 (avg:  3.00) msec latency
[RUN #1 17%,  63 secs]  8 threads:     8378325 ops,  117041 (avg:  132942) ops/sec, 10.38MB/sec (avg: 11.79MB/sec),  3.41 (avg:  3.00) msec latency
[RUN #1 17%,  64 secs]  8 threads:     8495486 ops,  117136 (avg:  132695) ops/sec, 10.39MB/sec (avg: 11.76MB/sec),  3.41 (avg:  3.01) msec latency
[RUN #1 17%,  65 secs]  8 threads:     8611848 ops,  116336 (avg:  132444) ops/sec, 10.31MB/sec (avg: 11.74MB/sec),  3.40 (avg:  3.01) msec latency
[RUN #1 17%,  66 secs]  8 threads:     8703922 ops,   92053 (avg:  131832) ops/sec, 8.16MB/sec (avg: 11.69MB/sec),  4.43 (avg:  3.03) msec latency
[RUN #1 18%,  67 secs]  8 threads:     8823294 ops,  119343 (avg:  131645) ops/sec, 10.58MB/sec (avg: 11.67MB/sec),  3.30 (avg:  3.03) msec latency
[RUN #1 18%,  68 secs]  8 threads:     8941554 ops,  118232 (avg:  131448) ops/sec, 10.48MB/sec (avg: 11.65MB/sec),  3.38 (avg:  3.04) msec latency
[RUN #1 18%,  69 secs]  8 threads:     9059002 ops,  117422 (avg:  131245) ops/sec, 10.41MB/sec (avg: 11.64MB/sec),  3.39 (avg:  3.04) msec latency
[RUN #1 18%,  70 secs]  8 threads:     9175984 ops,  116955 (avg:  131041) ops/sec, 10.37MB/sec (avg: 11.62MB/sec),  3.41 (avg:  3.05) msec latency
[RUN #1 19%,  71 secs]  8 threads:     9292791 ops,  116784 (avg:  130840) ops/sec, 10.35MB/sec (avg: 11.60MB/sec),  3.42 (avg:  3.05) msec latency
[RUN #1 19%,  72 secs]  8 threads:     9410640 ops,  117821 (avg:  130659) ops/sec, 10.45MB/sec (avg: 11.58MB/sec),  3.40 (avg:  3.06) msec latency
[RUN #1 19%,  73 secs]  8 threads:     9529731 ops,  119065 (avg:  130500) ops/sec, 10.56MB/sec (avg: 11.57MB/sec),  3.35 (avg:  3.06) msec latency
[RUN #1 19%,  74 secs]  8 threads:     9682312 ops,  152545 (avg:  130798) ops/sec, 13.52MB/sec (avg: 11.60MB/sec),  2.62 (avg:  3.05) msec latency
[RUN #1 20%,  75 secs]  8 threads:     9826353 ops,  144009 (avg:  130974) ops/sec, 12.77MB/sec (avg: 11.61MB/sec),  2.76 (avg:  3.05) msec latency
[RUN #1 20%,  76 secs]  8 threads:     9943549 ops,  117167 (avg:  130793) ops/sec, 10.39MB/sec (avg: 11.60MB/sec),  3.41 (avg:  3.05) msec latency
[RUN #1 20%,  77 secs]  8 threads:    10061694 ops,  118116 (avg:  130628) ops/sec, 10.47MB/sec (avg: 11.58MB/sec),  3.39 (avg:  3.06) msec latency
[RUN #1 20%,  78 secs]  8 threads:    10178328 ops,  116607 (avg:  130448) ops/sec, 10.34MB/sec (avg: 11.57MB/sec),  3.43 (avg:  3.06) msec latency
[RUN #1 21%,  79 secs]  8 threads:    10296014 ops,  117659 (avg:  130286) ops/sec, 10.43MB/sec (avg: 11.55MB/sec),  3.39 (avg:  3.06) msec latency
[RUN #1 21%,  80 secs]  8 threads:    10413327 ops,  117289 (avg:  130124) ops/sec, 10.40MB/sec (avg: 11.54MB/sec),  3.39 (avg:  3.07) msec latency
[RUN #1 21%,  81 secs]  8 threads:    10529809 ops,  116457 (avg:  129955) ops/sec, 10.32MB/sec (avg: 11.52MB/sec),  3.45 (avg:  3.07) msec latency
[RUN #1 21%,  82 secs]  8 threads:    10648150 ops,  118316 (avg:  129813) ops/sec, 10.49MB/sec (avg: 11.51MB/sec),  3.38 (avg:  3.08) msec latency
[RUN #1 22%,  83 secs]  8 threads:    10766432 ops,  118257 (avg:  129674) ops/sec, 10.48MB/sec (avg: 11.50MB/sec),  3.38 (avg:  3.08) msec latency
[RUN #1 22%,  84 secs]  8 threads:    10883523 ops,  117044 (avg:  129524) ops/sec, 10.38MB/sec (avg: 11.48MB/sec),  3.40 (avg:  3.08) msec latency
[RUN #1 22%,  85 secs]  8 threads:    11000073 ops,  116522 (avg:  129371) ops/sec, 10.33MB/sec (avg: 11.47MB/sec),  3.44 (avg:  3.09) msec latency
[RUN #1 22%,  86 secs]  8 threads:    11117687 ops,  117583 (avg:  129234) ops/sec, 10.42MB/sec (avg: 11.46MB/sec),  3.41 (avg:  3.09) msec latency
[RUN #1 22%,  87 secs]  8 threads:    11222887 ops,  105178 (avg:  128957) ops/sec, 9.32MB/sec (avg: 11.43MB/sec),  3.79 (avg:  3.10) msec latency
[RUN #1 23%,  88 secs]  8 threads:    11328493 ops,  105581 (avg:  128692) ops/sec, 9.36MB/sec (avg: 11.41MB/sec),  3.78 (avg:  3.10) msec latency
[RUN #1 23%,  89 secs]  8 threads:    11430552 ops,  102036 (avg:  128392) ops/sec, 9.05MB/sec (avg: 11.38MB/sec),  3.92 (avg:  3.11) msec latency
[RUN #1 23%,  90 secs]  8 threads:    11552762 ops,  122178 (avg:  128323) ops/sec, 10.83MB/sec (avg: 11.38MB/sec),  3.27 (avg:  3.11) msec latency
[RUN #1 23%,  91 secs]  8 threads:    11690534 ops,  137742 (avg:  128427) ops/sec, 12.21MB/sec (avg: 11.39MB/sec),  2.89 (avg:  3.11) msec latency
[RUN #1 24%,  92 secs]  8 threads:    11809062 ops,  118501 (avg:  128319) ops/sec, 10.51MB/sec (avg: 11.38MB/sec),  3.39 (avg:  3.11) msec latency
[RUN #1 24%,  93 secs]  8 threads:    11929039 ops,  119949 (avg:  128229) ops/sec, 10.63MB/sec (avg: 11.37MB/sec),  3.33 (avg:  3.11) msec latency
[RUN #1 24%,  94 secs]  8 threads:    12049673 ops,  120604 (avg:  128148) ops/sec, 10.69MB/sec (avg: 11.36MB/sec),  3.31 (avg:  3.12) msec latency
[RUN #1 24%,  95 secs]  8 threads:    12176388 ops,  126689 (avg:  128132) ops/sec, 11.23MB/sec (avg: 11.36MB/sec),  3.16 (avg:  3.12) msec latency
[RUN #1 25%,  96 secs]  8 threads:    12340419 ops,  163992 (avg:  128506) ops/sec, 14.54MB/sec (avg: 11.39MB/sec),  2.43 (avg:  3.11) msec latency
[RUN #1 25%,  97 secs]  8 threads:    12506736 ops,  166261 (avg:  128895) ops/sec, 14.74MB/sec (avg: 11.43MB/sec),  2.40 (avg:  3.10) msec latency
[RUN #1 25%,  98 secs]  8 threads:    12643649 ops,  136879 (avg:  128976) ops/sec, 12.14MB/sec (avg: 11.43MB/sec),  2.91 (avg:  3.10) msec latency
[RUN #1 26%,  99 secs]  8 threads:    12809703 ops,  166016 (avg:  129351) ops/sec, 14.72MB/sec (avg: 11.47MB/sec),  2.41 (avg:  3.09) msec latency
[RUN #1 26%, 100 secs]  8 threads:    12976831 ops,  167091 (avg:  129728) ops/sec, 14.81MB/sec (avg: 11.50MB/sec),  2.39 (avg:  3.08) msec latency
[RUN #1 26%, 101 secs]  8 threads:    13143964 ops,  167075 (avg:  130098) ops/sec, 14.81MB/sec (avg: 11.53MB/sec),  2.39 (avg:  3.07) msec latency
[RUN #1 27%, 102 secs]  8 threads:    13310193 ops,  166189 (avg:  130452) ops/sec, 14.73MB/sec (avg: 11.57MB/sec),  2.40 (avg:  3.06) msec latency
[RUN #1 27%, 103 secs]  8 threads:    13475481 ops,  165254 (avg:  130789) ops/sec, 14.65MB/sec (avg: 11.60MB/sec),  2.42 (avg:  3.05) msec latency
[RUN #1 27%, 104 secs]  8 threads:    13604217 ops,  128699 (avg:  130769) ops/sec, 11.41MB/sec (avg: 11.59MB/sec),  3.11 (avg:  3.05) msec latency
[RUN #1 28%, 105 secs]  8 threads:    13755069 ops,  150814 (avg:  130960) ops/sec, 13.37MB/sec (avg: 11.61MB/sec),  2.64 (avg:  3.05) msec latency
[RUN #1 28%, 106 secs]  8 threads:    13883778 ops,  128679 (avg:  130939) ops/sec, 11.41MB/sec (avg: 11.61MB/sec),  3.10 (avg:  3.05) msec latency
[RUN #1 28%, 107 secs]  8 threads:    14042678 ops,  158866 (avg:  131200) ops/sec, 14.08MB/sec (avg: 11.63MB/sec),  2.51 (avg:  3.04) msec latency
[RUN #1 28%, 108 secs]  8 threads:    14178081 ops,  135374 (avg:  131238) ops/sec, 12.00MB/sec (avg: 11.64MB/sec),  2.96 (avg:  3.04) msec latency
[RUN #1 29%, 109 secs]  8 threads:    14301588 ops,  123452 (avg:  131167) ops/sec, 10.95MB/sec (avg: 11.63MB/sec),  3.27 (avg:  3.04) msec latency
[RUN #1 29%, 110 secs]  8 threads:    14422487 ops,  120869 (avg:  131073) ops/sec, 10.72MB/sec (avg: 11.62MB/sec),  3.25 (avg:  3.05) msec latency
[RUN #1 29%, 111 secs]  8 threads:    14543110 ops,  120596 (avg:  130979) ops/sec, 10.69MB/sec (avg: 11.61MB/sec),  3.32 (avg:  3.05) msec latency
[RUN #1 29%, 112 secs]  8 threads:    14666024 ops,  122869 (avg:  130906) ops/sec, 10.89MB/sec (avg: 11.61MB/sec),  3.25 (avg:  3.05) msec latency
[RUN #1 30%, 113 secs]  8 threads:    14788502 ops,  122441 (avg:  130832) ops/sec, 10.86MB/sec (avg: 11.60MB/sec),  3.27 (avg:  3.05) msec latency
[RUN #1 30%, 114 secs]  8 threads:    14910838 ops,  122308 (avg:  130757) ops/sec, 10.84MB/sec (avg: 11.59MB/sec),  3.24 (avg:  3.05) msec latency
[RUN #1 30%, 115 secs]  8 threads:    15032069 ops,  121207 (avg:  130674) ops/sec, 10.75MB/sec (avg: 11.59MB/sec),  3.32 (avg:  3.06) msec latency
[RUN #1 30%, 116 secs]  8 threads:    15152482 ops,  120383 (avg:  130585) ops/sec, 10.67MB/sec (avg: 11.58MB/sec),  3.30 (avg:  3.06) msec latency
[RUN #1 31%, 117 secs]  8 threads:    15272870 ops,  120360 (avg:  130498) ops/sec, 10.67MB/sec (avg: 11.57MB/sec),  3.32 (avg:  3.06) msec latency
[RUN #1 31%, 118 secs]  8 threads:    15395787 ops,  122891 (avg:  130433) ops/sec, 10.90MB/sec (avg: 11.56MB/sec),  3.24 (avg:  3.06) msec latency
[RUN #1 31%, 119 secs]  8 threads:    15517728 ops,  121914 (avg:  130362) ops/sec, 10.81MB/sec (avg: 11.56MB/sec),  3.29 (avg:  3.06) msec latency
[RUN #1 31%, 120 secs]  8 threads:    15642387 ops,  124629 (avg:  130314) ops/sec, 11.05MB/sec (avg: 11.55MB/sec),  3.20 (avg:  3.06) msec latency
[RUN #1 32%, 121 secs]  8 threads:    15763676 ops,  121211 (avg:  130239) ops/sec, 10.75MB/sec (avg: 11.55MB/sec),  3.29 (avg:  3.07) msec latency
[RUN #1 32%, 122 secs]  8 threads:    15882885 ops,  119147 (avg:  130148) ops/sec, 10.56MB/sec (avg: 11.54MB/sec),  3.36 (avg:  3.07) msec latency
[RUN #1 32%, 123 secs]  8 threads:    16003918 ops,  121004 (avg:  130073) ops/sec, 10.73MB/sec (avg: 11.53MB/sec),  3.31 (avg:  3.07) msec latency
[RUN #1 32%, 124 secs]  8 threads:    16127313 ops,  123364 (avg:  130019) ops/sec, 10.94MB/sec (avg: 11.53MB/sec),  3.23 (avg:  3.07) msec latency
[RUN #1 32%, 125 secs]  8 threads:    16248676 ops,  121332 (avg:  129950) ops/sec, 10.76MB/sec (avg: 11.52MB/sec),  3.29 (avg:  3.07) msec latency
[RUN #1 33%, 126 secs]  8 threads:    16370077 ops,  121369 (avg:  129882) ops/sec, 10.76MB/sec (avg: 11.52MB/sec),  3.29 (avg:  3.07) msec latency
[RUN #1 33%, 127 secs]  8 threads:    16492901 ops,  122795 (avg:  129826) ops/sec, 10.89MB/sec (avg: 11.51MB/sec),  3.25 (avg:  3.08) msec latency
[RUN #1 33%, 128 secs]  8 threads:    16616670 ops,  123742 (avg:  129778) ops/sec, 10.97MB/sec (avg: 11.51MB/sec),  3.21 (avg:  3.08) msec latency
[RUN #1 33%, 129 secs]  8 threads:    16738291 ops,  121591 (avg:  129715) ops/sec, 10.78MB/sec (avg: 11.50MB/sec),  3.25 (avg:  3.08) msec latency
[RUN #1 34%, 130 secs]  8 threads:    16810290 ops,   71966 (avg:  129271) ops/sec, 6.38MB/sec (avg: 11.46MB/sec),  5.73 (avg:  3.09) msec latency
[RUN #1 34%, 131 secs]  8 threads:    16937496 ops,  127176 (avg:  129255) ops/sec, 11.28MB/sec (avg: 11.46MB/sec),  3.14 (avg:  3.09) msec latency
[RUN #1 34%, 132 secs]  8 threads:    17062567 ops,  125047 (avg:  129223) ops/sec, 11.09MB/sec (avg: 11.46MB/sec),  3.19 (avg:  3.09) msec latency
[RUN #1 34%, 133 secs]  8 threads:    17188412 ops,  125817 (avg:  129197) ops/sec, 11.15MB/sec (avg: 11.45MB/sec),  3.18 (avg:  3.09) msec latency
[RUN #1 35%, 134 secs]  8 threads:    17313635 ops,  125192 (avg:  129167) ops/sec, 11.10MB/sec (avg: 11.45MB/sec),  3.19 (avg:  3.09) msec latency
[RUN #1 35%, 135 secs]  8 threads:    17438636 ops,  124973 (avg:  129136) ops/sec, 11.08MB/sec (avg: 11.45MB/sec),  3.13 (avg:  3.09) msec latency
[RUN #1 35%, 136 secs]  8 threads:    17562704 ops,  124042 (avg:  129099) ops/sec, 11.00MB/sec (avg: 11.45MB/sec),  3.24 (avg:  3.09) msec latency
[RUN #1 35%, 137 secs]  8 threads:    17694420 ops,  131635 (avg:  129117) ops/sec, 11.67MB/sec (avg: 11.45MB/sec),  3.06 (avg:  3.09) msec latency
[RUN #1 36%, 138 secs]  8 threads:    17813725 ops,  119284 (avg:  129046) ops/sec, 10.58MB/sec (avg: 11.44MB/sec),  3.30 (avg:  3.09) msec latency
[RUN #1 36%, 139 secs]  8 threads:    17942984 ops,  129232 (avg:  129047) ops/sec, 11.46MB/sec (avg: 11.44MB/sec),  3.11 (avg:  3.09) msec latency
[RUN #1 36%, 140 secs]  8 threads:    18093848 ops,  150825 (avg:  129203) ops/sec, 13.37MB/sec (avg: 11.45MB/sec),  2.66 (avg:  3.09) msec latency
[RUN #1 36%, 141 secs]  8 threads:    18216639 ops,  122759 (avg:  129157) ops/sec, 10.88MB/sec (avg: 11.45MB/sec),  3.28 (avg:  3.09) msec latency
[RUN #1 37%, 142 secs]  8 threads:    18339146 ops,  122471 (avg:  129110) ops/sec, 10.86MB/sec (avg: 11.45MB/sec),  3.22 (avg:  3.09) msec latency
[RUN #1 37%, 143 secs]  8 threads:    18481374 ops,  142196 (avg:  129202) ops/sec, 12.61MB/sec (avg: 11.45MB/sec),  2.76 (avg:  3.09) msec latency
[RUN #1 37%, 144 secs]  8 threads:    18629913 ops,  148503 (avg:  129336) ops/sec, 13.17MB/sec (avg: 11.47MB/sec),  2.70 (avg:  3.09) msec latency
[RUN #1 38%, 145 secs]  8 threads:    18781716 ops,  151769 (avg:  129490) ops/sec, 13.46MB/sec (avg: 11.48MB/sec),  2.65 (avg:  3.08) msec latency
[RUN #1 38%, 146 secs]  8 threads:    18933783 ops,  152037 (avg:  129645) ops/sec, 13.48MB/sec (avg: 11.49MB/sec),  2.67 (avg:  3.08) msec latency
[RUN #1 38%, 147 secs]  8 threads:    19056450 ops,  122637 (avg:  129597) ops/sec, 10.87MB/sec (avg: 11.49MB/sec),  3.20 (avg:  3.08) msec latency
[RUN #1 38%, 148 secs]  8 threads:    19211117 ops,  154570 (avg:  129766) ops/sec, 13.70MB/sec (avg: 11.50MB/sec),  2.59 (avg:  3.08) msec latency
[RUN #1 39%, 149 secs]  8 threads:    19373304 ops,  162150 (avg:  129983) ops/sec, 14.38MB/sec (avg: 11.52MB/sec),  2.44 (avg:  3.07) msec latency
[RUN #1 39%, 150 secs]  8 threads:    19532792 ops,  159436 (avg:  130180) ops/sec, 14.14MB/sec (avg: 11.54MB/sec),  2.54 (avg:  3.07) msec latency
[RUN #1 39%, 151 secs]  8 threads:    19693664 ops,  160838 (avg:  130383) ops/sec, 14.26MB/sec (avg: 11.56MB/sec),  2.45 (avg:  3.06) msec latency
[RUN #1 40%, 152 secs]  8 threads:    19854768 ops,  161067 (avg:  130584) ops/sec, 14.28MB/sec (avg: 11.58MB/sec),  2.50 (avg:  3.06) msec latency
