Pseudo-terminal will not be allocated because stdin is not a terminal.

============== Configuration values: ==============
===================================================
Writing results to stdout
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs]  8 threads:      131241 ops,  131172 (avg:  131172) ops/sec, 11.79MB/sec (avg: 11.79MB/sec),  3.04 (avg:  3.04) msec latency
[RUN #1 22%,  84 secs]  8 threads:    11190531 ops,  134922 (avg:  133187) ops/sec, 12.13MB/sec (avg: 11.97MB/sec),  2.96 (avg:  3.00) msec latency
[RUN #1 23%,  85 secs]  8 threads:    11316478 ops,  125841 (avg:  133100) ops/sec, 11.31MB/sec (avg: 11.97MB/sec),  3.17 (avg:  3.00) msec latency
[RUN #1 23%,  86 secs]  8 threads:    11443140 ops,  126631 (avg:  133025) ops/sec, 11.38MB/sec (avg: 11.96MB/sec),  3.16 (avg:  3.00) msec latency
[RUN #1 23%,  87 secs]  8 threads:    11580685 ops,  137517 (avg:  133077) ops/sec, 12.36MB/sec (avg: 11.96MB/sec),  2.90 (avg:  3.00) msec latency
[RUN #1 23%,  88 secs]  8 threads:    11740251 ops,  159534 (avg:  133377) ops/sec, 14.34MB/sec (avg: 11.99MB/sec),  2.50 (avg:  2.99) msec latency
[RUN #1 24%,  89 secs]  8 threads:    11868110 ops,  127829 (avg:  133315) ops/sec, 11.49MB/sec (avg: 11.99MB/sec),  3.12 (avg:  3.00) msec latency
[RUN #1 24%,  90 secs]  8 threads:    12027635 ops,  159486 (avg:  133606) ops/sec, 14.34MB/sec (avg: 12.01MB/sec),  2.50 (avg:  2.99) msec latency
[RUN #1 24%,  91 secs]  8 threads:    12153845 ops,  126183 (avg:  133524) ops/sec, 11.34MB/sec (avg: 12.00MB/sec),  3.17 (avg:  2.99) msec latency
[RUN #1 25%,  92 secs]  8 threads:    12281176 ops,  127304 (avg:  133457) ops/sec, 11.45MB/sec (avg: 12.00MB/sec),  3.14 (avg:  2.99) msec latency
[RUN #1 25%,  93 secs]  8 threads:    12408836 ops,  127629 (avg:  133394) ops/sec, 11.47MB/sec (avg: 11.99MB/sec),  3.13 (avg:  2.99) msec latency
[RUN #1 25%,  94 secs]  8 threads:    12543060 ops,  134191 (avg:  133402) ops/sec, 12.07MB/sec (avg: 11.99MB/sec),  2.98 (avg:  2.99) msec latency
[RUN #1 25%,  95 secs]  8 threads:    12685363 ops,  142268 (avg:  133496) ops/sec, 12.79MB/sec (avg: 12.00MB/sec),  2.81 (avg:  2.99) msec latency
[RUN #1 26%,  96 secs]  8 threads:    12834194 ops,  148800 (avg:  133655) ops/sec, 13.38MB/sec (avg: 12.02MB/sec),  2.68 (avg:  2.99) msec latency
[RUN #1 26%,  97 secs]  8 threads:    12959004 ops,  124785 (avg:  133564) ops/sec, 11.22MB/sec (avg: 12.01MB/sec),  3.21 (avg:  2.99) msec latency
[RUN #1 26%,  98 secs]  8 threads:    13116016 ops,  156978 (avg:  133803) ops/sec, 14.11MB/sec (avg: 12.03MB/sec),  2.54 (avg:  2.98) msec latency
[RUN #1 26%,  99 secs]  8 threads:    13241316 ops,  125269 (avg:  133716) ops/sec, 11.26MB/sec (avg: 12.02MB/sec),  3.19 (avg:  2.99) msec latency
[RUN #1 27%, 100 secs]  8 threads:    13366950 ops,  125608 (avg:  133635) ops/sec, 11.29MB/sec (avg: 12.01MB/sec),  3.19 (avg:  2.99) msec latency
[RUN #1 27%, 101 secs]  8 threads:    13492900 ops,  125926 (avg:  133559) ops/sec, 11.32MB/sec (avg: 12.01MB/sec),  3.17 (avg:  2.99) msec latency
[RUN #1 27%, 102 secs]  8 threads:    13618985 ops,  126057 (avg:  133486) ops/sec, 11.33MB/sec (avg: 12.00MB/sec),  3.17 (avg:  2.99) msec latency
[RUN #1 27%, 103 secs]  8 threads:    13743960 ops,  124945 (avg:  133403) ops/sec, 11.23MB/sec (avg: 11.99MB/sec),  3.20 (avg:  2.99) msec latency
[RUN #1 28%, 104 secs]  8 threads:    13900601 ops,  156610 (avg:  133626) ops/sec, 14.08MB/sec (avg: 12.01MB/sec),  2.54 (avg:  2.99) msec latency
[RUN #1 28%, 105 secs]  8 threads:    14025704 ops,  125075 (avg:  133544) ops/sec, 11.25MB/sec (avg: 12.01MB/sec),  3.20 (avg:  2.99) msec latency
[RUN #1 28%, 106 secs]  8 threads:    14152638 ops,  126883 (avg:  133481) ops/sec, 11.41MB/sec (avg: 12.00MB/sec),  3.13 (avg:  2.99) msec latency
[RUN #1 29%, 107 secs]  8 threads:    14302005 ops,  149331 (avg:  133630) ops/sec, 13.43MB/sec (avg: 12.01MB/sec),  2.69 (avg:  2.99) msec latency
[RUN #1 29%, 108 secs]  8 threads:    14460309 ops,  158272 (avg:  133858) ops/sec, 14.23MB/sec (avg: 12.03MB/sec),  2.52 (avg:  2.98) msec latency
[RUN #1 29%, 109 secs]  8 threads:    14617999 ops,  157653 (avg:  134076) ops/sec, 14.17MB/sec (avg: 12.05MB/sec),  2.54 (avg:  2.98) msec latency
[RUN #1 30%, 110 secs]  8 threads:    14776076 ops,  158041 (avg:  134294) ops/sec, 14.21MB/sec (avg: 12.07MB/sec),  2.53 (avg:  2.97) msec latency
[RUN #1 30%, 111 secs]  8 threads:    14936175 ops,  160065 (avg:  134526) ops/sec, 14.39MB/sec (avg: 12.10MB/sec),  2.50 (avg:  2.97) msec latency
[RUN #1 30%, 112 secs]  8 threads:    15095213 ops,  158996 (avg:  134745) ops/sec, 14.29MB/sec (avg: 12.11MB/sec),  2.51 (avg:  2.96) msec latency
[RUN #1 31%, 113 secs]  8 threads:    15254833 ops,  159585 (avg:  134964) ops/sec, 14.35MB/sec (avg: 12.13MB/sec),  2.50 (avg:  2.96) msec latency
[RUN #1 31%, 114 secs]  8 threads:    15413394 ops,  158524 (avg:  135171) ops/sec, 14.25MB/sec (avg: 12.15MB/sec),  2.52 (avg:  2.95) msec latency
[RUN #1 31%, 115 secs]  8 threads:    15572830 ops,  159399 (avg:  135382) ops/sec, 14.33MB/sec (avg: 12.17MB/sec),  2.51 (avg:  2.95) msec latency
[RUN #1 31%, 116 secs]  8 threads:    15731630 ops,  158760 (avg:  135583) ops/sec, 14.27MB/sec (avg: 12.19MB/sec),  2.52 (avg:  2.95) msec latency
[RUN #1 32%, 117 secs]  8 threads:    15891946 ops,  160281 (avg:  135794) ops/sec, 14.41MB/sec (avg: 12.21MB/sec),  2.49 (avg:  2.94) msec latency
[RUN #1 32%, 118 secs]  8 threads:    16037321 ops,  145341 (avg:  135875) ops/sec, 13.07MB/sec (avg: 12.22MB/sec),  2.75 (avg:  2.94) msec latency
[RUN #1 32%, 119 secs]  8 threads:    16158340 ops,  120988 (avg:  135750) ops/sec, 10.88MB/sec (avg: 12.21MB/sec),  3.30 (avg:  2.94) msec latency
[RUN #1 33%, 120 secs]  8 threads:    16278259 ops,  119892 (avg:  135618) ops/sec, 10.78MB/sec (avg: 12.19MB/sec),  3.33 (avg:  2.94) msec latency
[RUN #1 33%, 121 secs]  8 threads:    16398705 ops,  120419 (avg:  135492) ops/sec, 10.83MB/sec (avg: 12.18MB/sec),  3.33 (avg:  2.95) msec latency
[RUN #1 33%, 122 secs]  8 threads:    16520196 ops,  121462 (avg:  135377) ops/sec, 10.92MB/sec (avg: 12.17MB/sec),  3.27 (avg:  2.95) msec latency
[RUN #1 33%, 123 secs]  8 threads:    16642708 ops,  122484 (avg:  135273) ops/sec, 11.01MB/sec (avg: 12.16MB/sec),  3.26 (avg:  2.95) msec latency
[RUN #1 34%, 124 secs]  8 threads:    16771101 ops,  128365 (avg:  135217) ops/sec, 11.54MB/sec (avg: 12.16MB/sec),  3.11 (avg:  2.95) msec latency
[RUN #1 34%, 125 secs]  8 threads:    16903461 ops,  132329 (avg:  135194) ops/sec, 11.90MB/sec (avg: 12.16MB/sec),  3.02 (avg:  2.95) msec latency
[RUN #1 34%, 126 secs]  8 threads:    17037559 ops,  134065 (avg:  135185) ops/sec, 12.05MB/sec (avg: 12.15MB/sec),  2.98 (avg:  2.95) msec latency
[RUN #1 34%, 127 secs]  8 threads:    17156898 ops,  119313 (avg:  135060) ops/sec, 10.73MB/sec (avg: 12.14MB/sec),  3.35 (avg:  2.96) msec latency
[RUN #1 35%, 128 secs]  8 threads:    17285937 ops,  129014 (avg:  135013) ops/sec, 11.60MB/sec (avg: 12.14MB/sec),  3.09 (avg:  2.96) msec latency
[RUN #1 35%, 129 secs]  8 threads:    17408730 ops,  122765 (avg:  134918) ops/sec, 11.04MB/sec (avg: 12.13MB/sec),  3.21 (avg:  2.96) msec latency
[RUN #1 35%, 130 secs]  8 threads:    17488129 ops,   79377 (avg:  134490) ops/sec, 7.14MB/sec (avg: 12.09MB/sec),  5.16 (avg:  2.97) msec latency
[RUN #1 35%, 131 secs]  8 threads:    17612871 ops,  124712 (avg:  134416) ops/sec, 11.21MB/sec (avg: 12.09MB/sec),  3.21 (avg:  2.97) msec latency
[RUN #1 35%, 132 secs]  8 threads:    17734608 ops,  121713 (avg:  134320) ops/sec, 10.94MB/sec (avg: 12.08MB/sec),  3.28 (avg:  2.97) msec latency
[RUN #1 36%, 133 secs]  8 threads:    17853289 ops,  118653 (avg:  134202) ops/sec, 10.67MB/sec (avg: 12.07MB/sec),  3.30 (avg:  2.98) msec latency
[RUN #1 36%, 134 secs]  8 threads:    17971544 ops,  118226 (avg:  134083) ops/sec, 10.63MB/sec (avg: 12.06MB/sec),  3.39 (avg:  2.98) msec latency
[RUN #1 36%, 135 secs]  8 threads:    18090755 ops,  119181 (avg:  133972) ops/sec, 10.71MB/sec (avg: 12.05MB/sec),  3.34 (avg:  2.98) msec latency
[RUN #1 36%, 136 secs]  8 threads:    18210830 ops,  120048 (avg:  133870) ops/sec, 10.79MB/sec (avg: 12.04MB/sec),  3.33 (avg:  2.98) msec latency
[RUN #1 37%, 137 secs]  8 threads:    18330456 ops,  119599 (avg:  133766) ops/sec, 10.75MB/sec (avg: 12.03MB/sec),  3.34 (avg:  2.99) msec latency
[RUN #1 37%, 138 secs]  8 threads:    18458792 ops,  128305 (avg:  133726) ops/sec, 11.54MB/sec (avg: 12.02MB/sec),  3.11 (avg:  2.99) msec latency
[RUN #1 37%, 139 secs]  8 threads:    18593507 ops,  134686 (avg:  133733) ops/sec, 12.11MB/sec (avg: 12.02MB/sec),  2.96 (avg:  2.99) msec latency
[RUN #1 37%, 140 secs]  8 threads:    18713625 ops,  120089 (avg:  133635) ops/sec, 10.80MB/sec (avg: 12.01MB/sec),  3.33 (avg:  2.99) msec latency
[RUN #1 38%, 141 secs]  8 threads:    18817149 ops,  103499 (avg:  133422) ops/sec, 9.31MB/sec (avg: 12.00MB/sec),  3.87 (avg:  2.99) msec latency
[RUN #1 38%, 142 secs]  8 threads:    18931050 ops,  113879 (avg:  133284) ops/sec, 10.24MB/sec (avg: 11.98MB/sec),  3.50 (avg:  3.00) msec latency
[RUN #1 38%, 143 secs]  8 threads:    19047181 ops,  116099 (avg:  133164) ops/sec, 10.44MB/sec (avg: 11.97MB/sec),  3.44 (avg:  3.00) msec latency
[RUN #1 38%, 144 secs]  8 threads:    19161462 ops,  114253 (avg:  133033) ops/sec, 10.27MB/sec (avg: 11.96MB/sec),  3.51 (avg:  3.00) msec latency
[RUN #1 39%, 145 secs]  8 threads:    19329657 ops,  168162 (avg:  133275) ops/sec, 15.12MB/sec (avg: 11.98MB/sec),  2.37 (avg:  3.00) msec latency
[RUN #1 39%, 146 secs]  8 threads:    19497457 ops,  167757 (avg:  133511) ops/sec, 15.08MB/sec (avg: 12.00MB/sec),  2.38 (avg:  2.99) msec latency
[RUN #1 39%, 147 secs]  8 threads:    19666341 ops,  168827 (avg:  133751) ops/sec, 15.18MB/sec (avg: 12.03MB/sec),  2.38 (avg:  2.99) msec latency
[RUN #1 40%, 148 secs]  8 threads:    19832708 ops,  166329 (avg:  133971) ops/sec, 14.95MB/sec (avg: 12.05MB/sec),  2.38 (avg:  2.98) msec latency
[RUN #1 40%, 149 secs]  8 threads:    20001555 ops,  168811 (avg:  134205) ops/sec, 15.18MB/sec (avg: 12.07MB/sec),  2.37 (avg:  2.98) msec latency
[RUN #1 40%, 150 secs]  8 threads:    20171353 ops,  169759 (avg:  134442) ops/sec, 15.26MB/sec (avg: 12.09MB/sec),  2.35 (avg:  2.97) msec latency
[RUN #1 41%, 151 secs]  8 threads:    20339678 ops,  168279 (avg:  134666) ops/sec, 15.13MB/sec (avg: 12.11MB/sec),  2.37 (avg:  2.97) msec latency
[RUN #1 41%, 152 secs]  8 threads:    20506555 ops,  166831 (avg:  134878) ops/sec, 15.00MB/sec (avg: 12.13MB/sec),  2.41 (avg:  2.96) msec latency
